Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/span_Visit Date (Required)_glyphicon glyphi_cada34""))",Chrome 100.0.4896.127,,,2022-04-28 20:00:50,2022-04-28 20:00:50,0.355s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/td_14""))",Chrome 100.0.4896.127,,,2022-04-28 20:00:50,2022-04-28 20:00:50,0.481s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""), ""Appointment done"")",Chrome 100.0.4896.127,,,2022-04-28 20:00:50,2022-04-28 20:00:51,0.779s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 100.0.4896.127,,,2022-04-28 20:00:51,2022-04-28 20:00:52,0.620s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/h2_Appointment Confirmation""), ""Appointment Confirmation"")",Chrome 100.0.4896.127,,,2022-04-28 20:00:52,2022-04-28 20:00:52,0.334s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Go to Homepage""))",Chrome 100.0.4896.127,,,2022-04-28 20:00:52,2022-04-28 20:00:53,0.662s,PASSED
closeBrowser(),Chrome 100.0.4896.127,,,2022-04-28 20:00:53,2022-04-28 20:00:53,0.623s,PASSED
,,,,,,,
Test Cases/Demo1/Script mode,Chrome 100.0.4896.127,,,2022-04-28 20:00:53,2022-04-28 20:01:09,15.814s,PASSED
"openBrowser("""")",Chrome 100.0.4896.127,,,2022-04-28 20:00:54,2022-04-28 20:00:55,1.206s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/"")",Chrome 100.0.4896.127,,,2022-04-28 20:00:55,2022-04-28 20:01:02,6.679s,PASSED
"setText(findTestObject(""Object Repository/Page_OrangeHRM/input_LOGIN Panel_txtUsername""), ""Admin"")",Chrome 100.0.4896.127,,,2022-04-28 20:01:02,2022-04-28 20:01:02,0.855s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_OrangeHRM/input_Username_txtPassword""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 100.0.4896.127,,,2022-04-28 20:01:02,2022-04-28 20:01:03,0.355s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/input_Password_Submit""))",Chrome 100.0.4896.127,,,2022-04-28 20:01:03,2022-04-28 20:01:08,5.251s,PASSED
"verifyTextPresent(""Welcom"", false)",Chrome 100.0.4896.127,,,2022-04-28 20:01:08,2022-04-28 20:01:09,0.540s,PASSED
closeBrowser(),Chrome 100.0.4896.127,,,2022-04-28 20:01:09,2022-04-28 20:01:09,0.653s,PASSED
